Image File,Y Channel Value
BookOfMaking.00016.01,227.5679054260254
BookOfMaking.00019.01,195.91674041748047
BookOfMaking.00053.01,188.22712326049805
BookOfMaking.00054.01,179.82062530517578
BookOfMaking.00055.01,130.03614044189453
BookOfMaking.00085.01,64.89865493774414
BookOfMaking.00120.02,126.51457214355469
BookOfMaking.00123.02,157.26566696166992
BookOfMaking.00150.01,163.90095901489258
BookOfMaking.00159.01,26.947589874267578
BuildYourOwnFirstPersonShooterInUnity.00013.01,231.9312515258789
BuildYourOwnFirstPersonShooterInUnity.00018.01,188.22644805908203
BuildYourOwnFirstPersonShooterInUnity.00019.01,221.88208770751953
BuildYourOwnFirstPersonShooterInUnity.00034.02,233.34572219848633
BuildYourOwnFirstPersonShooterInUnity.00050.01,189.25666427612305
BuildYourOwnFirstPersonShooterInUnity.00100.02,144.90933227539062
BuildYourOwnFirstPersonShooterInUnity.00114.01,135.49452590942383
BuildYourOwnFirstPersonShooterInUnity.00115.01,79.41354370117188
BuildYourOwnFirstPersonShooterInUnity.00139.02,84.73648071289062
CreateGraphicalUserInterfacesWithPython.00045.01,222.62030029296875
CreateGraphicalUserInterfacesWithPython.00071.02,235.04206466674805
CreateGraphicalUserInterfacesWithPython.00072.01,215.0745391845703
CreateGraphicalUserInterfacesWithPython.00117.01,237.9036407470703
CreateGraphicalUserInterfacesWithPython.00121.02,233.95554733276367
CreateGraphicalUserInterfacesWithPython.00143.02,221.94614791870117
CreateGraphicalUserInterfacesWithPython.00152.01,215.64984130859375
EssentialsAIYProjectsVoice.00005.02,117.77872467041016
EssentialsAIYProjectsVoice.00015.01,85.36171340942383
EssentialsAIYProjectsVoice.00028.02,36.72441864013672
EssentialsAIYProjectsVoice.00058.02,167.0688018798828
GetStartedArduino.00006.02,23.822071075439453
GetStartedArduino.00011.01,45.34569549560547
GetStartedArduino.00015.01,73.92461776733398
GetStartedArduino.00048.02,227.71176528930664
GetStartedArduino.00049.02,144.02556228637695
GetStartedArduino.00074.01,221.1047477722168
GetStartedArduino.00083.02,110.33630752563477
GetStartedArduino.00108.02,234.9642448425293
GetStartedArduino.00113.01,180.9655647277832
GetStartedArduino.00114.02,184.72225952148438
GetStartedMicroPython.00106.02,199.60515975952148
GetStartedMicroPython.00137.01,235.8259048461914
HackSpace36.00015.02,27.116870880126953
HackSpace36.00023.02,145.6511116027832
HackSpace36.00052.01,109.40805053710938
HackSpace36.00056.02,203.684326171875
HackSpace36.00115.01,7.035976409912109
HackSpace37.00005.01,119.93330001831055
HackSpace37.00029.02,51.18186569213867
HackSpace37.00070.02,87.5811653137207
HackSpace37.00072.02,175.74241256713867
HackSpace37.00099.02,60.166629791259766
HackSpace37.00102.02,25.550540924072266
HackSpace38.00063.02,158.85937881469727
HackSpace38.00069.01,75.14552688598633
HackSpace38.00084.01,117.86366271972656
HackSpace38.00105.02,134.31860733032227
HackSpace40.00013.02,38.84709548950195
HackSpace40.00056.02,47.22023391723633
HackSpace40.00081.01,90.50123977661133
HackSpace40.00097.01,108.31829452514648
HackSpace41.00013.02,129.6896858215332
HackSpace41.00034.01,105.8969497680664
HackSpace41.00060.01,153.08648681640625
HackSpace41.00070.01,164.3141098022461
HackSpace41.00087.01,230.96532440185547
HackSpace41.00087.02,226.54034805297852
HackSpace41.00113.02,196.43321990966797
HackSpace42.00023.02,159.68177795410156
HackSpace42.00025.01,158.60558700561523
HackSpace42.00042.01,58.382022857666016
HackSpace42.00100.01,137.62358474731445
HackSpace43.00028.02,77.78496170043945
HackSpace43.00057.01,163.37199020385742
HackSpace44.00024.02,135.34701919555664
HackSpace44.00101.01,223.17229461669922
HackSpace44.00110.01,221.9666519165039
HackSpace45.00006.02,40.103538513183594
HackSpace45.00007.01,35.63269805908203
HackSpace45.00009.02,109.94929504394531
HackSpace45.00026.02,200.82720184326172
HackSpace45.00044.02,91.19221878051758
HackSpace45.00047.01,84.826416015625
HackSpace45.00051.02,173.3941993713379
HackSpace45.00056.02,24.40958023071289
HackSpace45.00062.01,143.44305038452148
HackSpace46.00029.01,198.4475555419922
HackSpace46.00034.01,140.17570877075195
HackSpace46.00080.01,129.6268539428711
HackSpace46.00092.01,160.27631759643555
HackSpace46.00106.01,196.55594635009766
HackSpace47.00004.01,226.15253448486328
HackSpace47.00044.01,185.33486938476562
HackSpace47.00044.02,187.85569763183594
HackSpace47.00056.01,82.35391998291016
HackSpace47.00071.02,112.32480239868164
HackSpace47.00101.01,106.66024017333984
HackSpace47.00104.01,147.42176055908203
HackSpace50.00062.01,43.929542541503906
HackSpace50.00090.01,174.8232879638672
HackSpace51.00023.01,147.69702529907227
HackSpace51.00033.02,64.84236907958984
HackSpace51.00066.02,181.45388793945312
HackSpace51.00071.01,109.45071792602539
HackSpace51.00071.02,222.59208297729492
HackSpace51.00109.02,199.72424697875977
MagPi047.00027.01,73.28190612792969
MagPi047.00028.01,30.118194580078125
MagPi047.00031.02,133.48845672607422
MagPi047.00044.01,215.8574981689453
MagPi047.00054.01,169.24366760253906
MagPi047.00076.01,90.64080810546875
MagPi047.00096.01,206.77798461914062
MagPi048.00004.02,127.2357406616211
MagPi048.00037.01,109.30279159545898
MagPi048.00047.02,230.41817092895508
MagPi048.00048.02,88.83404159545898
MagPi048.00084.02,170.61369705200195
MagPi048.00090.02,145.22036361694336
MagPi049.00006.01,217.47284317016602
MagPi049.00018.01,150.97136688232422
MagPi049.00033.01,90.70912170410156
MagPi049.00036.02,79.64079284667969
MagPi049.00045.01,222.50431060791016
MagPi049.00058.01,165.50388717651367
MagPi049.00071.02,54.47977066040039
MagPi049.00091.01,105.480224609375
MagPi050.00018.01,34.22895050048828
MagPi050.00045.01,161.02153778076172
MagPi050.00061.01,228.31632232666016
MagPi050.00064.01,200.87119674682617
MagPi050.00093.02,169.81430053710938
MagPi050.00095.02,104.61889266967773
MagPi051.00010.01,160.3593978881836
MagPi051.00026.02,25.84654998779297
MagPi051.00040.02,175.42811584472656
MagPi051.00053.02,220.7005615234375
MagPi051.00082.02,191.79680633544922
MagPi051.00087.02,194.20507049560547
MagPi051.00097.01,124.1202163696289
MagPi052.00003.01,197.22378158569336
MagPi052.00004.01,165.5827980041504
MagPi052.00016.01,121.5832748413086
MagPi052.00019.02,140.55839157104492
MagPi052.00025.02,171.73848342895508
MagPi052.00088.02,70.75202178955078
MagPi056.00033.01,190.93102645874023
MagPi056.00034.02,66.10301208496094
MagPi056.00074.01,201.15950393676758
MagPi056.00076.02,213.53583908081055
MagPi056.00079.01,190.33390426635742
MagPi056.00079.02,201.3901481628418
MagPi056.00089.02,189.04783630371094
MagPi056.00093.01,182.34965133666992
MagPi057.00006.02,51.94099426269531
MagPi057.00034.01,143.57493209838867
MagPi057.00055.01,127.69072341918945
MagPi057.00057.01,221.03537368774414
MagPi057.00073.02,180.2918701171875
MagPi058.00030.01,57.27116394042969
MagPi058.00031.02,221.70776748657227
MagPi058.00041.02,89.63005065917969
MagPi058.00082.02,173.83079147338867
MagPi058.00086.02,61.228885650634766
MagPi058.00089.01,9.68414306640625
MagPi058.00098.01,219.42369079589844
MagPi058.00099.01,42.422096252441406
MagPi059.00018.01,151.5294418334961
MagPi059.00034.01,182.26882553100586
MagPi059.00059.01,203.80580520629883
MagPi059.00078.02,187.5307731628418
MagPi059.00095.02,145.7110252380371
MagPi060.00022.01,186.3835220336914
MagPi060.00042.01,132.63380813598633
MagPi060.00056.02,224.95651626586914
MagPi060.00058.02,223.99861526489258
MagPi060.00069.02,187.1530647277832
MagPi061.00016.02,104.17948913574219
MagPi061.00027.01,77.49996566772461
MagPi061.00064.01,196.28977966308594
MagPi061.00074.01,191.06799697875977
MagPi061.00084.02,105.09289169311523
MagPi061.00091.02,150.93324279785156
MagPi061.00096.01,172.76416015625
MagPi062.00004.02,150.1189956665039
MagPi062.00077.01,122.19238662719727
MagPi062.00099.02,58.118934631347656
MagPi063.00007.01,140.40753936767578
MagPi063.00028.01,67.87886047363281
MagPi063.00037.02,64.39710235595703
MagPi063.00054.02,133.96916961669922
MagPi063.00075.02,183.51797103881836
MagPi064.00046.02,223.94314575195312
MagPi064.00050.01,217.89826202392578
MagPi064.00055.01,192.6849021911621
MagPi064.00062.01,75.00370025634766
MagPi064.00071.01,164.5710906982422
MagPi064.00098.01,191.8030014038086
MagPi065.00047.01,221.06573486328125
MagPi065.00057.01,214.68683624267578
MagPi066.00004.02,85.8897933959961
MagPi066.00033.02,153.82046127319336
MagPi066.00055.01,213.07515716552734
MagPi066.00057.02,56.421653747558594
MagPi066.00064.01,52.140071868896484
MagPi066.00073.01,201.55141830444336
MagPi066.00074.01,137.04548263549805
MagPi066.00088.01,114.63481521606445
MagPi067.00006.02,185.29114151000977
MagPi067.00048.01,153.35326385498047
MagPi067.00058.01,153.78903198242188
MagPi067.00073.01,154.49810028076172
MagPi068.00056.02,224.1427345275879
MagPi068.00064.02,97.33208847045898
MagPi068.00070.01,146.16401290893555
MagPi068.00086.01,143.35553359985352
MagPi068.00093.02,104.35588073730469
MagPi070.00007.01,37.9166374206543
MagPi070.00041.01,194.98427963256836
MagPi070.00063.01,184.18038940429688
MagPi070.00072.02,206.81911087036133
MagPi070.00100.02,232.88905334472656
MagPi071.00046.02,67.22305679321289
MagPi071.00047.01,148.6911849975586
MagPi071.00053.01,219.8784637451172
MagPi071.00065.02,220.71991729736328
MagPi071.00090.02,61.28329086303711
MagPi072.00021.01,123.96236419677734
MagPi072.00054.01,202.9080047607422
MagPi072.00057.02,224.6461296081543
MagPi072.00071.01,24.33321762084961
MagPi072.00072.02,23.55068588256836
MagPi072.00074.02,211.00384902954102
MagPi072.00097.01,129.07466888427734
MagPi073.00021.01,161.8477897644043
MagPi073.00052.02,223.27415466308594
MagPi073.00061.02,149.7976188659668
MagPi073.00100.02,92.06734085083008
MagPi074.00004.02,162.81233596801758
MagPi074.00006.01,155.63776779174805
MagPi074.00026.01,164.59004592895508
MagPi074.00027.02,161.6375846862793
MagPi074.00031.01,187.63343048095703
MagPi074.00064.01,184.96924209594727
MagPi074.00075.02,7.160518646240234
MagPi074.00079.01,110.45124435424805
MagPi075.00055.01,243.0049705505371
MagPi075.00059.02,239.33520126342773
MagPi075.00060.01,239.80908203125
MagPi075.00083.02,201.4028205871582
MagPi075.00086.01,231.26153945922852
MagPi075.00087.02,83.94541549682617
MagPi076.00043.02,228.46126556396484
MagPi076.00068.01,185.70317459106445
MagPi076.00080.02,202.3295669555664
MagPi077.00007.02,194.73291778564453
MagPi077.00054.01,187.7347526550293
MagPi077.00077.02,207.4704246520996
MagPi077.00083.02,183.24651336669922
MagPi079.00002.01,196.45495986938477
MagPi079.00011.02,227.50916290283203
MagPi079.00015.02,37.101985931396484
MagPi079.00022.01,223.47869110107422
MagPi079.00032.02,152.4466438293457
MagPi079.00052.02,177.45432662963867
MagPi086.00007.02,192.64842987060547
MagPi086.00071.02,23.432865142822266
MagPi086.00097.02,154.95741653442383
MagPi089.00014.02,189.28425216674805
MagPi089.00017.01,78.97399139404297
MagPi089.00049.01,79.85477447509766
MagPi089.00066.01,194.0870018005371
MagPi089.00075.01,118.01824951171875
MagPi089.00083.02,232.3684196472168
MagPi089.00089.02,84.40839767456055
MagPi091.00003.01,233.35049057006836
MagPi091.00023.01,37.86374282836914
MagPi091.00049.01,212.17431640625
MagPi091.00079.01,158.38275146484375
MagPi091.00082.01,211.51976013183594
MagPi092.00002.02,55.17798614501953
MagPi092.00028.02,127.89974594116211
MagPi092.00034.01,214.4279556274414
MagPi092.00053.02,238.95762252807617
MagPi092.00058.01,222.2930908203125
MagPi092.00062.01,173.73728942871094
MagPi092.00062.02,221.25254440307617
MagPi092.00067.01,144.1814308166504
MagPi093.00004.02,125.71780776977539
MagPi093.00060.01,220.58581161499023
MagPi093.00080.01,177.0095558166504
MagPi093.00086.02,173.12824249267578
MagPi094.00011.01,103.10084915161133
MagPi094.00024.01,175.5781593322754
MagPi094.00054.01,214.05138778686523
MagPi094.00069.02,187.50077056884766
MagPi094.00071.02,192.9573860168457
MagPi094.00087.02,162.51547622680664
MagPi095.00007.01,35.40700912475586
MagPi095.00029.01,194.1926383972168
MagPi095.00030.01,82.83351135253906
MagPi095.00030.02,37.79469299316406
MagPi095.00055.01,33.3487434387207
MagPi095.00062.02,231.55826568603516
MagPi095.00069.01,130.21547317504883
MagPi095.00080.02,200.95273208618164
MagPi095.00081.02,185.64631271362305
MagPi095.00089.02,174.71368026733398
MagPi096.00022.01,224.65000534057617
MagPi096.00035.01,134.60549545288086
MagPi096.00044.02,152.8049087524414
MagPi096.00089.01,171.9129409790039
MagPi096.00089.02,140.27592849731445
MagPi096.00090.02,231.31631469726562
MagPi096.00094.02,163.09399795532227
MagPi097.00013.02,178.97669219970703
MagPi097.00021.02,180.04342651367188
MagPi097.00022.01,81.45117950439453
MagPi097.00046.01,102.15128326416016
MagPi097.00055.02,231.3692283630371
MagPi097.00059.02,230.0738868713379
MagPi097.00078.02,230.00862503051758
MagPi097.00095.02,204.58126831054688
MagPi098.00022.02,161.59356689453125
MagPi098.00023.01,56.95952224731445
MagPi098.00080.01,183.2715301513672
MagPi098.00085.01,74.4939193725586
MagPi098.00095.01,193.02422714233398
MagPi098.00099.01,185.55913925170898
MagPi099.00017.01,224.65459060668945
MagPi099.00022.01,224.72082138061523
MagPi099.00037.01,98.27704238891602
MagPi099.00039.02,59.357601165771484
MagPi099.00052.01,219.79864883422852
MagPi099.00072.02,150.81900787353516
MagPi099.00080.01,195.2790298461914
MagPi100.00013.01,136.39307403564453
MagPi100.00027.02,199.77368927001953
MagPi100.00045.01,195.9530258178711
MagPi100.00049.01,170.76727676391602
MagPi100.00061.02,205.8774871826172
MagPi100.00066.02,229.44753646850586
MagPi100.00068.01,222.59037017822266
MagPi100.00074.01,209.80002975463867
MagPi100.00088.02,162.42498397827148
MagPi100.00090.01,226.37355041503906
MagPi101.00007.01,190.01459121704102
MagPi101.00009.02,59.26039505004883
MagPi101.00050.02,229.53427124023438
MagPi101.00094.02,63.91313934326172
MagPi101.00099.01,136.42383193969727
MagPi103.00011.02,16.970264434814453
MagPi103.00014.02,76.32262420654297
MagPi103.00021.01,29.613632202148438
MagPi103.00046.01,232.43559646606445
MagPi103.00046.02,241.23524475097656
MagPi103.00047.01,213.58672332763672
MagPi104.00030.01,214.92919540405273
MagPi104.00070.01,149.51885604858398
MagPi104.00083.02,226.7336540222168
MagPi104.00098.01,218.6709976196289
MagPi105.00017.02,33.38808059692383
MagPi105.00024.02,123.0745735168457
MagPi105.00042.02,232.42555618286133
MagPi105.00043.02,46.846412658691406
MagPi105.00071.02,151.49758529663086
MagPi106.00010.02,216.15028381347656
MagPi106.00072.01,146.07953262329102
MagPi107.00012.02,194.40569305419922
MagPi108.00044.01,235.60371780395508
MagPi108.00064.01,223.07773971557617
MagPi108.00067.01,135.6533546447754
MagPi108.00071.01,118.59919738769531
MagPi108.00077.01,76.9710693359375
MagPi108.00078.01,147.4095344543457
MagPi108.00090.02,142.51184844970703
MagPi110.00012.01,94.18818664550781
MagPi110.00013.01,82.59842300415039
MagPi110.00034.02,173.60816192626953
MagPi110.00045.02,224.3205108642578
MagPi112.00006.01,145.45216751098633
MagPi112.00017.02,157.18043518066406
MagPi112.00031.02,154.02014923095703
MagPi112.00067.02,129.16169357299805
MagPi112.00072.02,177.40595626831055
MagPi112.00082.01,94.21712112426758
MagPi112.00084.02,194.02367401123047
MagPi112.00085.01,176.80785369873047
MagPi112.00088.01,243.53684616088867
MagPi113.00048.01,77.10235214233398
MagPi113.00068.02,44.22570037841797
MagPi113.00070.02,30.21950912475586
RaspberryPiBeginnersGuide4thEdition.00008.02,221.50561141967773
RaspberryPiBeginnersGuide4thEdition.00030.02,239.16039657592773
RaspberryPiBeginnersGuide4thEdition.00049.01,202.61658477783203
RaspberryPiBeginnersGuide4thEdition.00064.01,207.41085052490234
RaspberryPiBeginnersGuide4thEdition.00065.01,196.90777206420898
RaspberryPiBeginnersGuide4thEdition.00082.02,241.17577362060547
RaspberryPiBeginnersGuide4thEdition.00148.02,231.64446640014648
RaspberryPiBeginnersGuide4thEdition.00172.01,239.61508560180664
RaspberryPiBeginnersGuide4thEdition.00193.02,237.83497619628906
RaspberryPiBeginnersGuide4thEdition.00215.01,227.277099609375
RaspberryPiCameraGuide.00017.02,210.91864395141602
RaspberryPiCameraGuide.00024.02,216.72791290283203
RaspberryPiCameraGuide.00051.02,217.71084213256836
RaspberryPiCameraGuide.00073.02,96.18563079833984
RaspberryPiCameraGuide.00081.01,196.27560424804688
RaspberryPiCameraGuide.00083.02,205.99538803100586
TheOfficialRaspberryPiHandbook2022.00071.01,19.65323257446289
TheOfficialRaspberryPiHandbook2022.00073.01,134.21821975708008
TheOfficialRaspberryPiHandbook2022.00088.01,63.063209533691406
TheOfficialRaspberryPiHandbook2022.00135.02,226.0532341003418
TheOfficialRaspberryPiHandbook2022.00140.02,96.96853637695312
TheOfficialRaspberryPiHandbook2022.00141.02,156.53292846679688
TheOfficialRaspberryPiHandbook2022.00167.02,104.60859680175781
WearableTechProjects.00004.02,198.51124954223633
WearableTechProjects.00046.01,222.56574630737305
WearableTechProjects.00052.01,13.528743743896484
WearableTechProjects.00074.01,221.39970016479492
WearableTechProjects.00110.02,201.107666015625
WearableTechProjects.00118.01,12.541984558105469
WearableTechProjects.00153.01,192.91654205322266
Wireframe46.00023.02,184.20652389526367
Wireframe46.00076.01,185.2706527709961
Wireframe46.00080.01,159.5416145324707
Wireframe46.00092.02,196.50173950195312
Wireframe46.00116.02,14.14931869506836
Wireframe47.00006.01,10.23172378540039
Wireframe47.00009.01,46.555030822753906
Wireframe47.00011.02,121.61223220825195
Wireframe47.00032.01,205.42529296875
Wireframe47.00034.02,191.3326187133789
Wireframe47.00054.01,203.23649978637695
Wireframe47.00102.02,229.48892974853516
Wireframe47.00113.01,75.7980842590332
Wireframe48.00045.01,124.11611557006836
Wireframe48.00048.02,137.64978790283203
Wireframe48.00070.01,65.34480285644531
Wireframe48.00075.01,79.72584533691406
Wireframe48.00077.02,149.82421112060547
Wireframe48.00082.01,226.89606094360352
Wireframe48.00086.01,60.02252197265625
Wireframe48.00092.01,228.1177101135254
Wireframe48.00100.02,225.94221115112305
Wireframe50.00007.02,87.61895751953125
Wireframe50.00017.02,167.03135299682617
Wireframe50.00044.02,103.13993453979492
Wireframe50.00086.01,113.95954132080078
Wireframe50.00111.01,111.98315048217773
Wireframe50.00113.01,82.65066909790039
Wireframe50.00116.02,24.951324462890625
Wireframe51.00021.02,220.87521743774414
Wireframe51.00047.01,204.47811889648438
Wireframe51.00049.01,132.72237014770508
Wireframe51.00057.01,190.0715789794922
Wireframe51.00067.02,226.46586227416992
Wireframe51.00084.02,12.885883331298828
Wireframe53.00015.01,81.9002685546875
Wireframe53.00035.02,184.94971466064453
Wireframe53.00037.01,187.10889434814453
Wireframe53.00046.01,226.75850677490234
Wireframe53.00057.02,212.21002960205078
Wireframe53.00063.01,232.0723114013672
Wireframe53.00066.01,223.56299209594727
Wireframe53.00070.01,235.50691986083984
Wireframe53.00086.02,224.7325553894043
Wireframe53.00102.01,184.114990234375
Wireframe56.00003.01,218.45856857299805
Wireframe56.00007.02,154.1078758239746
Wireframe56.00024.02,142.86201858520508
Wireframe56.00049.02,98.72259140014648
Wireframe56.00067.01,226.1246681213379
Wireframe56.00108.02,202.25844192504883
Wireframe57.00016.02,165.5995979309082
Wireframe57.00063.01,116.06490325927734
Wireframe57.00065.01,237.4473648071289
Wireframe57.00090.01,129.35001754760742
scanner01_003,16.05462646484375
scanner01_045,168.56262969970703
scanner01_054,90.04059982299805
scanner01_070,189.41453170776367
scanner01_100,88.66073989868164
scanner01_146,142.68963623046875
scanner01_161,208.05036163330078
scanner02_001,46.703861236572266
scanner02_061,182.8256950378418
scanner02_063,144.34002685546875
scanner02_137,142.8241844177246
scanner03_052,15.14059829711914
scanner03_084,35.03202819824219
scanner03_106,34.64537811279297
scanner03_115,130.15594100952148
scanner03_131,110.02490234375
scanner03_142,204.1440887451172
scanner03_156,207.8520736694336
scanner03_179,130.5582733154297
scanner04_007,115.54111099243164
scanner04_013,232.97832489013672
scanner04_015,34.345306396484375
scanner04_037,119.71259689331055
